	-2500:-2401	-2400:-2301	-2300:-2201	-2200:-2101	-2100:-2001	-2000:-1901	-1900:-1801	-1800:-1701	-1700:-1601	-1600:-1501	-1500:-1401	-1400:-1301	-1300:-1201	-1200:-1101	-1100:-1001	-1000:-901	-900:-801	-800:-701	-700:-601	-600:-501	-500:-401	-400:-301	-300:-201	-200:-101	-100:-1	0:99	100:199	200:299	300:399	400:499	500:599	600:699	700:799	800:899	900:999	1000:1099	1100:1199	1200:1299	1300:1399	1400:1499	1500:1599	1600:1699	1700:1799	1800:1899	1900:1999	2000:2099	2100:2199	2200:2299	2300:2399	2400:2499
TSS_00296	753.96	635.76	714.12	704	840.4	868	415.12	110.24	131.96	323.04	348.04	92.96	131	389.2	534.8	330.08	232.92	165.44	111.56	207.92	308.72	661.24	1080.68	1044	766	715.24	614.92	640.4	419.4	132.48	274	198	125.72	285.28	356.28	414.72	244	0	77	270	223	30	79	108.64	228.64	390.08	301.12	479.52	605.24	521.76
TSS_00297	94.96	5.04	4.2	110.68	292.92	189.32	2.88	0	0	0	0	71	100	115	205.88	360.12	494.12	306.48	448.4	828.4	551.6	119	0	0	0	0	57	176	512	567	231	108.04	400.96	548.96	356.04	376	244.4	133.16	382.04	290.84	16.56	0	0	0	0	0	0	42	105.32	229.68
TSS_00300	120.2	167.12	99.12	12.88	0	55	100	74	100	72.68	96.32	238.32	627.68	739	396	268.8	527.4	1282.64	2114.52	2134.2	3020.56	7121.52	12075.2	11146.3	4971.32	1221.52	371	46	39	138	310	373	251	119	272	370	168	227.44	453.64	350.48	106.36	22.08	27.44	204.56	285.56	295.44	187	0	0	51
TSS_00304	206.4	247.6	216.28	179.72	234	130	35	0	0	0	0	49	100	58.68	95.32	144.32	104.68	73.04	194.96	194.96	227.04	444.44	391.28	317.84	213.72	159.72	333	404.36	388.64	347.64	332.36	309	219	237.92	392.08	259.08	33.92	100	74	55.96	381.04	444.04	118.96	73	146	127	54	1.92	92.08	98.08
TSS_00305	511.88	345.28	256.88	115.12	38	38	128.72	343.28	371.28	118.72	0	0	0	27	103.04	320.96	427.96	252.04	96	243	341	305	481	352	97.96	184.04	153.04	91.96	296.96	476.04	528.04	486.12	406.84	329.84	168.16	90	200	142	1.28	163.72	252.72	161.28	186	175	60	70	100	30	6.24	394.76
TSS_00308	98.92	14.08	0	0	0	0	0	63	175	220	125	80	100	133	279	304	121	0	0	0	21	103.96	231.44	289.64	147.56	58.4	256	432.48	1020.12	2215.64	2553.16	1690.88	941.72	617	504	312	225	180	0	20	233	280	67	0	37	117	163	83	0	0
TSS_00309	242.2	262.2	202.8	133	98	166	102	94.96	199.04	139.04	46.96	242.16	353.84	157.84	0.16	0	0	0	0	0	0	0	0	70	100	30	25	100	75	44	185.88	255.12	181.12	290.88	333	264.08	613.92	626.92	186.08	112	100	8.92	99.08	175.08	134.52	324.28	471.68	912.36	1521.52	1577.64
TSS_00311	271	339	229	64	0	0	0	0	133	200	158	544	609	317	200	102.92	551.8	833.36	486.2	455.8	1055.92	1692.32	5157.32	11451.3	12388.7	6459.04	1608.04	583.36	564.64	512.76	434.8	303.76	350.96	359.4	367.6	421	328	197.12	295.88	266.88	93.12	137	117	63	0	26	129.44	292.8	282.28	194.04
TSS_00312	127.28	103.84	79.28	98.72	91.72	1.28	0	60	100	65	100	75	0	0	0	38	207.56	301.44	261.44	306.16	618	719.8	413	158.6	178.36	424.6	835.2	1171.88	884.44	447.52	202	58.52	251.48	461.36	437.64	271.12	113.4	129.48	117.28	382.72	455.56	213.44	132.92	136.4	283.4	241.96	108.32	118	168.92	217.08
TSS_00315	279.16	288.4	124.56	1.44	0	43.2	263.52	393.8	335.76	163	0.72	76	165	124	35	43	107.04	247.96	423.96	367.04	269	296.44	298.56	188.56	230.68	414.52	518.8	852.48	781.8	469.36	542.16	420.64	201	143	127	182.88	446.68	705.64	890.04	839.64	1761.56	4415	6259.6	4583.76	1810.24	1153.76	1007.16	514	372.76	362.32
